id	hate_type	hate_severity	to_whom	model
534246	None	Little to None	None	csebuetnlp/banglabert
167959	None	Little to None	None	csebuetnlp/banglabert
663255	Abusive	Severe	Individual	csebuetnlp/banglabert
491560	None	Little to None	None	csebuetnlp/banglabert
759859	None	Little to None	None	csebuetnlp/banglabert
933842	None	Little to None	None	csebuetnlp/banglabert
447129	Abusive	Little to None	Organization	csebuetnlp/banglabert
77357	None	Little to None	None	csebuetnlp/banglabert
843342	None	Little to None	None	csebuetnlp/banglabert
762831	None	Little to None	None	csebuetnlp/banglabert
495779	Abusive	Little to None	None	csebuetnlp/banglabert
110324	Political Hate	Severe	Organization	csebuetnlp/banglabert
748744	None	Little to None	None	csebuetnlp/banglabert
267627	None	Little to None	None	csebuetnlp/banglabert
28570	Profane	Severe	Community	csebuetnlp/banglabert
114389	None	Little to None	None	csebuetnlp/banglabert
917265	None	Little to None	Society	csebuetnlp/banglabert
861949	None	Little to None	None	csebuetnlp/banglabert
835845	None	Little to None	None	csebuetnlp/banglabert
817301	Political Hate	Mild	Organization	csebuetnlp/banglabert
155697	None	Little to None	None	csebuetnlp/banglabert
776060	None	Little to None	None	csebuetnlp/banglabert
140203	Profane	Severe	Individual	csebuetnlp/banglabert
551159	None	Little to None	None	csebuetnlp/banglabert
303964	None	Little to None	None	csebuetnlp/banglabert
359310	None	Little to None	None	csebuetnlp/banglabert
814630	None	Little to None	None	csebuetnlp/banglabert
724406	None	Little to None	None	csebuetnlp/banglabert
345485	None	Little to None	None	csebuetnlp/banglabert
923533	Profane	Severe	Individual	csebuetnlp/banglabert
879480	Abusive	Mild	Organization	csebuetnlp/banglabert
29455	Abusive	Severe	Community	csebuetnlp/banglabert
6905	Profane	Severe	Individual	csebuetnlp/banglabert
857239	None	Little to None	None	csebuetnlp/banglabert
375203	None	Little to None	None	csebuetnlp/banglabert
239594	None	Little to None	None	csebuetnlp/banglabert
397239	Abusive	Little to None	Society	csebuetnlp/banglabert
927497	None	Little to None	None	csebuetnlp/banglabert
448887	None	Little to None	None	csebuetnlp/banglabert
196093	Political Hate	Mild	Individual	csebuetnlp/banglabert
707921	None	Little to None	None	csebuetnlp/banglabert
141474	Political Hate	Little to None	None	csebuetnlp/banglabert
244709	Abusive	Little to None	Individual	csebuetnlp/banglabert
145485	None	Little to None	None	csebuetnlp/banglabert
236687	None	Little to None	None	csebuetnlp/banglabert
7891	Political Hate	Mild	Organization	csebuetnlp/banglabert
155340	None	Little to None	None	csebuetnlp/banglabert
430072	None	Little to None	None	csebuetnlp/banglabert
172675	None	Little to None	None	csebuetnlp/banglabert
125198	Abusive	Mild	Individual	csebuetnlp/banglabert
53219	None	Little to None	None	csebuetnlp/banglabert
741755	None	Little to None	None	csebuetnlp/banglabert
527271	None	Little to None	None	csebuetnlp/banglabert
452267	None	Little to None	None	csebuetnlp/banglabert
760668	Political Hate	Mild	Society	csebuetnlp/banglabert
618519	Political Hate	Mild	Organization	csebuetnlp/banglabert
283486	None	Little to None	None	csebuetnlp/banglabert
896974	Abusive	Little to None	Individual	csebuetnlp/banglabert
391677	Abusive	Severe	Individual	csebuetnlp/banglabert
520670	Abusive	Little to None	None	csebuetnlp/banglabert
233592	Abusive	Mild	Individual	csebuetnlp/banglabert
755934	Profane	Severe	Community	csebuetnlp/banglabert
384551	None	Little to None	None	csebuetnlp/banglabert
589893	None	Little to None	None	csebuetnlp/banglabert
286092	Profane	Severe	Individual	csebuetnlp/banglabert
87617	Profane	Severe	Individual	csebuetnlp/banglabert
110536	Abusive	Mild	Individual	csebuetnlp/banglabert
52958	None	Little to None	None	csebuetnlp/banglabert
458404	None	Little to None	None	csebuetnlp/banglabert
566519	Abusive	Severe	Community	csebuetnlp/banglabert
610780	None	Little to None	None	csebuetnlp/banglabert
209532	None	Little to None	None	csebuetnlp/banglabert
250419	Political Hate	Severe	Individual	csebuetnlp/banglabert
195314	None	Little to None	None	csebuetnlp/banglabert
393437	Political Hate	Mild	Organization	csebuetnlp/banglabert
205708	Political Hate	Mild	Organization	csebuetnlp/banglabert
891127	None	Little to None	None	csebuetnlp/banglabert
805521	None	Little to None	None	csebuetnlp/banglabert
117548	None	Little to None	None	csebuetnlp/banglabert
246624	Profane	Severe	Individual	csebuetnlp/banglabert
506244	None	Little to None	None	csebuetnlp/banglabert
509687	None	Little to None	None	csebuetnlp/banglabert
289677	None	Little to None	None	csebuetnlp/banglabert
335025	None	Little to None	None	csebuetnlp/banglabert
822377	None	Little to None	None	csebuetnlp/banglabert
527383	Profane	Severe	Individual	csebuetnlp/banglabert
424353	Profane	Severe	Individual	csebuetnlp/banglabert
194135	None	Little to None	None	csebuetnlp/banglabert
648640	None	Little to None	None	csebuetnlp/banglabert
9427	None	Little to None	None	csebuetnlp/banglabert
873869	Profane	Severe	Individual	csebuetnlp/banglabert
362074	Abusive	Little to None	Community	csebuetnlp/banglabert
576729	None	Little to None	None	csebuetnlp/banglabert
693527	None	Little to None	None	csebuetnlp/banglabert
322553	None	Little to None	None	csebuetnlp/banglabert
497543	None	Little to None	None	csebuetnlp/banglabert
682727	None	Little to None	None	csebuetnlp/banglabert
496534	None	Little to None	None	csebuetnlp/banglabert
547405	Abusive	Severe	Individual	csebuetnlp/banglabert
586467	None	Little to None	None	csebuetnlp/banglabert
109766	None	Little to None	None	csebuetnlp/banglabert
364975	Profane	Severe	Individual	csebuetnlp/banglabert
652511	None	Little to None	None	csebuetnlp/banglabert
132343	Abusive	Little to None	None	csebuetnlp/banglabert
927703	Abusive	Little to None	Individual	csebuetnlp/banglabert
560305	None	Little to None	None	csebuetnlp/banglabert
710998	None	Little to None	None	csebuetnlp/banglabert
683040	None	Little to None	None	csebuetnlp/banglabert
242895	None	Little to None	None	csebuetnlp/banglabert
1933	Profane	Severe	Individual	csebuetnlp/banglabert
486726	None	Little to None	None	csebuetnlp/banglabert
666424	None	Little to None	None	csebuetnlp/banglabert
339870	Profane	Severe	Individual	csebuetnlp/banglabert
4331	None	Little to None	None	csebuetnlp/banglabert
839398	None	Little to None	None	csebuetnlp/banglabert
382216	None	Little to None	None	csebuetnlp/banglabert
496082	Abusive	Severe	Individual	csebuetnlp/banglabert
684296	None	Little to None	None	csebuetnlp/banglabert
114508	Profane	Severe	Individual	csebuetnlp/banglabert
736996	None	Little to None	None	csebuetnlp/banglabert
646381	None	Little to None	None	csebuetnlp/banglabert
262330	Political Hate	Mild	Individual	csebuetnlp/banglabert
289463	Profane	Severe	Individual	csebuetnlp/banglabert
622294	Political Hate	Mild	Organization	csebuetnlp/banglabert
269050	Abusive	Mild	Individual	csebuetnlp/banglabert
630616	Political Hate	Little to None	Organization	csebuetnlp/banglabert
796750	Abusive	Mild	Individual	csebuetnlp/banglabert
256089	None	Little to None	None	csebuetnlp/banglabert
909380	None	Little to None	None	csebuetnlp/banglabert
778	None	Little to None	None	csebuetnlp/banglabert
812526	None	Little to None	None	csebuetnlp/banglabert
361081	None	Little to None	None	csebuetnlp/banglabert
397486	None	Little to None	None	csebuetnlp/banglabert
370000	Abusive	Mild	Individual	csebuetnlp/banglabert
424535	None	Little to None	None	csebuetnlp/banglabert
715610	None	Little to None	None	csebuetnlp/banglabert
109305	Abusive	Little to None	None	csebuetnlp/banglabert
809961	None	Little to None	None	csebuetnlp/banglabert
93573	None	Little to None	None	csebuetnlp/banglabert
313102	None	Little to None	None	csebuetnlp/banglabert
595589	Abusive	Little to None	Individual	csebuetnlp/banglabert
792217	Abusive	Little to None	None	csebuetnlp/banglabert
401393	Abusive	Little to None	None	csebuetnlp/banglabert
642501	Political Hate	Mild	Organization	csebuetnlp/banglabert
454025	Political Hate	Little to None	Organization	csebuetnlp/banglabert
425967	None	Little to None	None	csebuetnlp/banglabert
17514	Abusive	Mild	Organization	csebuetnlp/banglabert
173438	None	Little to None	None	csebuetnlp/banglabert
492943	None	Little to None	None	csebuetnlp/banglabert
432564	None	Little to None	None	csebuetnlp/banglabert
391327	Abusive	Little to None	None	csebuetnlp/banglabert
683088	None	Little to None	None	csebuetnlp/banglabert
218139	Abusive	Severe	Individual	csebuetnlp/banglabert
39131	None	Little to None	None	csebuetnlp/banglabert
531057	None	Little to None	None	csebuetnlp/banglabert
315983	Profane	Severe	Community	csebuetnlp/banglabert
41430	None	Little to None	None	csebuetnlp/banglabert
523176	None	Little to None	None	csebuetnlp/banglabert
419632	Abusive	Little to None	Individual	csebuetnlp/banglabert
914780	None	Little to None	None	csebuetnlp/banglabert
729474	Abusive	Little to None	Individual	csebuetnlp/banglabert
419256	Abusive	Little to None	None	csebuetnlp/banglabert
78729	None	Little to None	None	csebuetnlp/banglabert
500711	None	Little to None	None	csebuetnlp/banglabert
322905	None	Little to None	Individual	csebuetnlp/banglabert
268247	None	Little to None	None	csebuetnlp/banglabert
545088	None	Little to None	None	csebuetnlp/banglabert
652752	None	Little to None	None	csebuetnlp/banglabert
22670	None	Little to None	None	csebuetnlp/banglabert
719828	None	Little to None	None	csebuetnlp/banglabert
574934	None	Little to None	None	csebuetnlp/banglabert
566019	None	Little to None	None	csebuetnlp/banglabert
716179	None	Little to None	None	csebuetnlp/banglabert
10820	Political Hate	Mild	Organization	csebuetnlp/banglabert
304434	None	Little to None	None	csebuetnlp/banglabert
870604	Abusive	Mild	Community	csebuetnlp/banglabert
761622	Political Hate	Little to None	Organization	csebuetnlp/banglabert
863110	None	Little to None	None	csebuetnlp/banglabert
147674	Abusive	Little to None	None	csebuetnlp/banglabert
10812	None	Little to None	None	csebuetnlp/banglabert
312994	None	Little to None	None	csebuetnlp/banglabert
875401	None	Little to None	None	csebuetnlp/banglabert
734189	None	Little to None	None	csebuetnlp/banglabert
602118	Abusive	Mild	Individual	csebuetnlp/banglabert
65083	Political Hate	Mild	Organization	csebuetnlp/banglabert
892059	Profane	Severe	Individual	csebuetnlp/banglabert
463607	Abusive	Little to None	None	csebuetnlp/banglabert
689129	None	Little to None	None	csebuetnlp/banglabert
650278	Political Hate	Little to None	Organization	csebuetnlp/banglabert
501371	Profane	Severe	Individual	csebuetnlp/banglabert
739258	None	Little to None	None	csebuetnlp/banglabert
692520	None	Little to None	None	csebuetnlp/banglabert
508400	Abusive	Severe	Community	csebuetnlp/banglabert
20488	None	Little to None	None	csebuetnlp/banglabert
406730	Abusive	Mild	None	csebuetnlp/banglabert
436406	None	Little to None	None	csebuetnlp/banglabert
331150	None	Little to None	None	csebuetnlp/banglabert
120657	None	Little to None	None	csebuetnlp/banglabert
924173	None	Little to None	None	csebuetnlp/banglabert
105527	Profane	Severe	Individual	csebuetnlp/banglabert
745765	None	Little to None	None	csebuetnlp/banglabert
717745	None	Little to None	None	csebuetnlp/banglabert
726657	None	Little to None	None	csebuetnlp/banglabert
354360	None	Little to None	None	csebuetnlp/banglabert
46157	None	Little to None	None	csebuetnlp/banglabert
280837	None	Little to None	None	csebuetnlp/banglabert
189579	Political Hate	Mild	Organization	csebuetnlp/banglabert
863341	None	Little to None	None	csebuetnlp/banglabert
427293	None	Little to None	None	csebuetnlp/banglabert
51238	Profane	Severe	Individual	csebuetnlp/banglabert
258212	None	Little to None	None	csebuetnlp/banglabert
886930	None	Little to None	None	csebuetnlp/banglabert
570426	None	Little to None	None	csebuetnlp/banglabert
278931	None	Little to None	None	csebuetnlp/banglabert
510657	None	Little to None	None	csebuetnlp/banglabert
602789	Political Hate	Little to None	Organization	csebuetnlp/banglabert
866305	None	Little to None	None	csebuetnlp/banglabert
934049	None	Little to None	None	csebuetnlp/banglabert
146260	None	Little to None	None	csebuetnlp/banglabert
168131	None	Little to None	None	csebuetnlp/banglabert
710268	None	Little to None	None	csebuetnlp/banglabert
201234	Political Hate	Mild	Organization	csebuetnlp/banglabert
137049	Abusive	Little to None	None	csebuetnlp/banglabert
262717	None	Little to None	Individual	csebuetnlp/banglabert
220124	None	Little to None	None	csebuetnlp/banglabert
307806	Abusive	Mild	Individual	csebuetnlp/banglabert
605409	Abusive	Severe	Individual	csebuetnlp/banglabert
384402	None	Little to None	None	csebuetnlp/banglabert
697635	None	Little to None	None	csebuetnlp/banglabert
721472	Political Hate	Mild	Organization	csebuetnlp/banglabert
791762	None	Little to None	None	csebuetnlp/banglabert
316652	None	Little to None	None	csebuetnlp/banglabert
887215	None	Little to None	None	csebuetnlp/banglabert
914909	None	Little to None	None	csebuetnlp/banglabert
685684	None	Little to None	None	csebuetnlp/banglabert
326738	None	Little to None	None	csebuetnlp/banglabert
841783	Abusive	Little to None	Individual	csebuetnlp/banglabert
511643	Abusive	Little to None	Individual	csebuetnlp/banglabert
40308	None	Little to None	None	csebuetnlp/banglabert
838584	None	Little to None	None	csebuetnlp/banglabert
746668	None	Little to None	None	csebuetnlp/banglabert
145613	None	Little to None	None	csebuetnlp/banglabert
257366	None	Little to None	None	csebuetnlp/banglabert
706991	None	Little to None	None	csebuetnlp/banglabert
761545	None	Little to None	None	csebuetnlp/banglabert
314134	Profane	Severe	Community	csebuetnlp/banglabert
742594	None	Little to None	None	csebuetnlp/banglabert
480467	None	Little to None	None	csebuetnlp/banglabert
166983	None	Little to None	None	csebuetnlp/banglabert
246851	None	Little to None	None	csebuetnlp/banglabert
509656	None	Little to None	None	csebuetnlp/banglabert
810103	None	Little to None	None	csebuetnlp/banglabert
306498	None	Little to None	None	csebuetnlp/banglabert
458521	None	Little to None	None	csebuetnlp/banglabert
194553	None	Little to None	None	csebuetnlp/banglabert
577334	None	Little to None	None	csebuetnlp/banglabert
919153	None	Little to None	None	csebuetnlp/banglabert
323699	None	Little to None	None	csebuetnlp/banglabert
301853	None	Little to None	None	csebuetnlp/banglabert
272761	None	Little to None	None	csebuetnlp/banglabert
387996	Abusive	Severe	Society	csebuetnlp/banglabert
199317	Abusive	Mild	Individual	csebuetnlp/banglabert
843517	None	Little to None	None	csebuetnlp/banglabert
756751	None	Little to None	None	csebuetnlp/banglabert
802792	Abusive	Mild	Individual	csebuetnlp/banglabert
4108	Profane	Severe	Individual	csebuetnlp/banglabert
594826	Abusive	Little to None	None	csebuetnlp/banglabert
239590	Abusive	Little to None	None	csebuetnlp/banglabert
414415	None	Little to None	None	csebuetnlp/banglabert
620296	Abusive	Mild	Organization	csebuetnlp/banglabert
843329	None	Little to None	None	csebuetnlp/banglabert
272703	None	Little to None	None	csebuetnlp/banglabert
96967	None	Little to None	None	csebuetnlp/banglabert
684514	None	Little to None	None	csebuetnlp/banglabert
363925	Political Hate	Mild	Organization	csebuetnlp/banglabert
701831	Abusive	Mild	Individual	csebuetnlp/banglabert
570642	None	Little to None	None	csebuetnlp/banglabert
351163	None	Little to None	None	csebuetnlp/banglabert
544574	None	Little to None	None	csebuetnlp/banglabert
895025	None	Little to None	None	csebuetnlp/banglabert
140578	None	Little to None	None	csebuetnlp/banglabert
798880	Profane	Severe	Individual	csebuetnlp/banglabert
658158	None	Little to None	None	csebuetnlp/banglabert
470670	None	Little to None	None	csebuetnlp/banglabert
491299	Political Hate	Severe	Individual	csebuetnlp/banglabert
923599	None	Little to None	None	csebuetnlp/banglabert
699500	None	Little to None	None	csebuetnlp/banglabert
402499	None	Little to None	None	csebuetnlp/banglabert
882133	None	Little to None	None	csebuetnlp/banglabert
930565	None	Little to None	None	csebuetnlp/banglabert
179809	None	Little to None	None	csebuetnlp/banglabert
802404	None	Little to None	None	csebuetnlp/banglabert
134679	Abusive	Little to None	None	csebuetnlp/banglabert
915608	None	Little to None	None	csebuetnlp/banglabert
789848	Profane	Severe	Community	csebuetnlp/banglabert
186151	Profane	Severe	Individual	csebuetnlp/banglabert
566111	Abusive	Severe	Organization	csebuetnlp/banglabert
712786	None	Little to None	None	csebuetnlp/banglabert
18233	None	Little to None	None	csebuetnlp/banglabert
448663	None	Little to None	None	csebuetnlp/banglabert
101726	Political Hate	Mild	Organization	csebuetnlp/banglabert
137172	None	Little to None	None	csebuetnlp/banglabert
130592	None	Little to None	None	csebuetnlp/banglabert
289339	None	Little to None	None	csebuetnlp/banglabert
268238	Profane	Severe	Organization	csebuetnlp/banglabert
778844	Political Hate	Little to None	None	csebuetnlp/banglabert
619989	None	Little to None	None	csebuetnlp/banglabert
295113	None	Little to None	None	csebuetnlp/banglabert
510523	None	Little to None	Society	csebuetnlp/banglabert
874338	None	Little to None	None	csebuetnlp/banglabert
375992	None	Little to None	None	csebuetnlp/banglabert
143018	None	Little to None	None	csebuetnlp/banglabert
449384	None	Little to None	None	csebuetnlp/banglabert
668450	Abusive	Mild	None	csebuetnlp/banglabert
900460	None	Little to None	None	csebuetnlp/banglabert
782027	Political Hate	Little to None	Society	csebuetnlp/banglabert
248320	None	Little to None	None	csebuetnlp/banglabert
903520	None	Little to None	None	csebuetnlp/banglabert
321366	None	Little to None	None	csebuetnlp/banglabert
53970	Abusive	Little to None	Individual	csebuetnlp/banglabert
408408	None	Little to None	None	csebuetnlp/banglabert
825847	None	Little to None	None	csebuetnlp/banglabert
512939	Profane	Severe	Individual	csebuetnlp/banglabert
757889	Profane	Severe	Individual	csebuetnlp/banglabert
843487	None	Little to None	None	csebuetnlp/banglabert
312978	None	Little to None	None	csebuetnlp/banglabert
763921	Abusive	Mild	Community	csebuetnlp/banglabert
570935	None	Little to None	None	csebuetnlp/banglabert
251505	None	Little to None	None	csebuetnlp/banglabert
226424	Political Hate	Mild	Organization	csebuetnlp/banglabert
670694	None	Little to None	None	csebuetnlp/banglabert
823738	Political Hate	Mild	Organization	csebuetnlp/banglabert
708856	None	Little to None	None	csebuetnlp/banglabert
692533	None	Little to None	None	csebuetnlp/banglabert
328000	Abusive	Little to None	None	csebuetnlp/banglabert
821624	Political Hate	Mild	Organization	csebuetnlp/banglabert
888369	None	Little to None	None	csebuetnlp/banglabert
775464	None	Little to None	None	csebuetnlp/banglabert
378095	Abusive	Little to None	None	csebuetnlp/banglabert
415921	Profane	Severe	Individual	csebuetnlp/banglabert
317166	None	Little to None	None	csebuetnlp/banglabert
769119	None	Little to None	None	csebuetnlp/banglabert
281010	Abusive	Mild	Organization	csebuetnlp/banglabert
535819	None	Little to None	None	csebuetnlp/banglabert
479402	Abusive	Severe	Organization	csebuetnlp/banglabert
790291	None	Little to None	None	csebuetnlp/banglabert
779950	None	Little to None	None	csebuetnlp/banglabert
219128	None	Little to None	None	csebuetnlp/banglabert
152210	Abusive	Little to None	Community	csebuetnlp/banglabert
116919	Profane	Severe	Individual	csebuetnlp/banglabert
124279	None	Little to None	None	csebuetnlp/banglabert
148529	None	Little to None	None	csebuetnlp/banglabert
664652	Political Hate	Mild	Organization	csebuetnlp/banglabert
695137	None	Little to None	None	csebuetnlp/banglabert
936459	None	Little to None	None	csebuetnlp/banglabert
175827	None	Little to None	None	csebuetnlp/banglabert
913351	None	Little to None	None	csebuetnlp/banglabert
643267	None	Little to None	None	csebuetnlp/banglabert
530943	None	Little to None	None	csebuetnlp/banglabert
46609	Abusive	Severe	Individual	csebuetnlp/banglabert
415153	None	Little to None	None	csebuetnlp/banglabert
436911	Abusive	Little to None	None	csebuetnlp/banglabert
474833	Political Hate	Little to None	Organization	csebuetnlp/banglabert
17874	None	Little to None	None	csebuetnlp/banglabert
471347	None	Little to None	None	csebuetnlp/banglabert
213176	None	Little to None	None	csebuetnlp/banglabert
527476	Abusive	Mild	Individual	csebuetnlp/banglabert
815877	None	Little to None	None	csebuetnlp/banglabert
677021	None	Little to None	None	csebuetnlp/banglabert
240874	Political Hate	Severe	Organization	csebuetnlp/banglabert
794742	Abusive	Severe	Community	csebuetnlp/banglabert
73385	Profane	Severe	Individual	csebuetnlp/banglabert
303942	Abusive	Severe	Individual	csebuetnlp/banglabert
262531	None	Little to None	Individual	csebuetnlp/banglabert
469724	None	Little to None	None	csebuetnlp/banglabert
826071	Profane	Severe	Individual	csebuetnlp/banglabert
876469	None	Little to None	None	csebuetnlp/banglabert
572805	Abusive	Mild	Individual	csebuetnlp/banglabert
54874	Profane	Severe	Individual	csebuetnlp/banglabert
593727	None	Little to None	None	csebuetnlp/banglabert
10377	None	Little to None	None	csebuetnlp/banglabert
682060	None	Little to None	None	csebuetnlp/banglabert
275312	Political Hate	Mild	Organization	csebuetnlp/banglabert
692021	Profane	Severe	Individual	csebuetnlp/banglabert
847734	Abusive	Mild	Individual	csebuetnlp/banglabert
94130	Abusive	Little to None	Individual	csebuetnlp/banglabert
718967	None	Little to None	None	csebuetnlp/banglabert
763014	None	Little to None	None	csebuetnlp/banglabert
731570	Political Hate	Mild	Organization	csebuetnlp/banglabert
740982	None	Little to None	None	csebuetnlp/banglabert
866626	None	Little to None	None	csebuetnlp/banglabert
729076	Political Hate	Mild	Organization	csebuetnlp/banglabert
895537	None	Little to None	None	csebuetnlp/banglabert
392555	None	Little to None	None	csebuetnlp/banglabert
250047	None	Little to None	None	csebuetnlp/banglabert
315945	None	Little to None	None	csebuetnlp/banglabert
707668	None	Little to None	None	csebuetnlp/banglabert
175422	None	Little to None	None	csebuetnlp/banglabert
26180	None	Little to None	None	csebuetnlp/banglabert
638766	None	Little to None	None	csebuetnlp/banglabert
728323	None	Little to None	None	csebuetnlp/banglabert
82810	Abusive	Little to None	None	csebuetnlp/banglabert
282591	None	Little to None	None	csebuetnlp/banglabert
161178	Abusive	Severe	Individual	csebuetnlp/banglabert
740696	Abusive	Mild	Individual	csebuetnlp/banglabert
348504	None	Little to None	None	csebuetnlp/banglabert
845443	None	Little to None	None	csebuetnlp/banglabert
776466	None	Little to None	None	csebuetnlp/banglabert
849227	Profane	Severe	Individual	csebuetnlp/banglabert
532697	Abusive	Severe	Individual	csebuetnlp/banglabert
861411	None	Little to None	None	csebuetnlp/banglabert
743242	None	Little to None	None	csebuetnlp/banglabert
